,Time(s),Row x Col
81x25,0.793356,2025
52x39,0.406096,2028
78x26,0.698519,2028
58x35,0.499607,2030
70x29,0.50946,2030
55x37,0.500598,2035
97x21,0.999955,2037
51x40,0.496712,2040
60x34,0.500119,2040
68x30,0.596931,2040
85x24,0.800351,2040
73x28,0.604077,2044
62x33,0.503114,2046
66x31,0.598854,2046
93x22,0.904191,2046
89x23,0.911977,2047
64x32,0.598265,2048
50x41,0.498413,2050
82x25,0.705144,2050
54x38,0.497834,2052
57x36,0.500786,2052
76x27,0.697984,2052
79x26,0.702788,2054
49x42,0.499124,2058
98x21,1.0014,2058
71x29,0.603892,2059
48x43,0.498928,2064
86x24,0.801687,2064
59x35,0.611585,2065
53x39,0.499439,2067
47x44,0.497447,2068
94x22,0.994836,2068
46x45,0.499103,2070
69x30,0.598798,2070
90x23,0.898082,2070
56x37,0.49981,2072
74x28,0.694344,2072
61x34,0.59842,2074
83x25,0.799086,2075
67x31,0.598699,2077
63x33,0.503641,2079
77x27,0.699758,2079
99x21,1.09561,2079
52x40,0.49932,2080
65x32,0.595998,2080
80x26,0.793191,2080
58x36,0.592678,2088
72x29,0.694025,2088
87x24,0.897214,2088
55x38,0.499942,2090
95x22,0.998569,2090
51x41,0.501068,2091
91x23,0.900855,2093
50x42,0.503131,2100
60x35,0.592695,2100
70x30,0.691908,2100
75x28,0.697763,2100
84x25,0.807173,2100
54x39,0.500477,2106
78x27,0.794231,2106
81x26,0.705362,2106
49x43,0.498822,2107
62x34,0.613989,2108
68x31,0.599253,2108
57x37,0.50252,2109
48x44,0.500464,2112
64x33,0.596703,2112
66x32,0.597333,2112
88x24,0.895601,2112
96x22,1.00004,2112
47x45,0.50286,2115
92x23,0.994422,2116
73x29,0.696627,2117
53x40,0.499768,2120
59x36,0.504331,2124
85x25,0.803218,2125
56x38,0.501832,2128
76x28,0.698248,2128
71x30,0.694198,2130
52x41,0.501601,2132
82x26,0.799699,2132
79x27,0.70497,2133
97x22,1.09392,2134
61x35,0.595238,2135
89x24,0.899943,2136
69x31,0.711482,2139
93x23,1.00183,2139
51x42,0.50056,2142
63x34,0.596455,2142
67x32,0.509513,2144
55x39,0.502484,2145
65x33,0.602534,2145
58x37,0.503738,2146
74x29,0.607843,2146
50x43,0.50058,2150
86x25,0.894107,2150
49x44,0.502173,2156
77x28,0.702863,2156
98x22,1.00254,2156
83x26,0.893173,2158
48x45,0.504936,2160
54x40,0.501913,2160
60x36,0.504393,2160
72x30,0.605673,2160
80x27,0.704688,2160
90x24,0.900923,2160
47x46,0.595107,2162
94x23,1.00056,2162
57x38,0.715797,2166
62x35,0.595559,2170
70x31,0.60409,2170
53x41,0.501926,2173
75x29,0.700225,2175
87x25,0.899981,2175
64x34,0.598575,2176
68x32,0.601744,2176
66x33,0.599963,2178
99x22,1.09764,2178
59x37,0.710871,2183
52x42,0.502111,2184
56x39,0.595395,2184
78x28,0.704103,2184
84x26,0.803628,2184
91x24,0.902712,2184
95x23,1.00242,2185
81x27,0.798614,2187
73x30,0.699909,2190
51x43,0.502377,2193
61x36,0.506827,2196
50x44,0.593376,2200
55x40,0.593576,2200
88x25,0.808619,2200
71x31,0.604916,2201
58x38,0.503961,2204
76x29,0.701635,2204
49x45,0.504674,2205
63x35,0.59808,2205
48x46,0.590245,2208
69x32,0.604141,2208
92x24,0.997469,2208
96x23,1.00411,2208
65x34,0.600976,2210
85x26,0.897061,2210
67x33,0.692448,2211
79x28,0.796243,2212
54x41,0.505623,2214
82x27,0.800344,2214
60x37,0.504623,2220
74x30,0.69966,2220
57x39,0.604911,2223
89x25,0.994658,2225
53x42,0.593575,2226
97x23,1.10115,2231
62x36,0.598655,2232
72x31,0.69853,2232
93x24,1.094,2232
77x29,0.796709,2233
52x43,0.598238,2236
86x26,0.807611,2236
56x40,0.503445,2240
64x35,0.600472,2240
70x32,0.696267,2240
80x28,0.800345,2240
83x27,0.804106,2241
59x38,0.596689,2242
51x44,0.594299,2244
66x34,0.601086,2244
68x33,0.604772,2244
50x45,0.503747,2250
75x30,0.703291,2250
90x25,0.992888,2250
49x46,0.596747,2254
98x23,1.09792,2254
55x41,0.506955,2255
48x47,0.506268,2256
94x24,1.00354,2256
61x37,0.599375,2257
58x39,0.708322,2262
78x29,0.797312,2262
87x26,0.903201,2262
73x31,0.700912,2263
54x42,0.596669,2268
63x36,0.59982,2268
81x28,0.803639,2268
84x27,0.898925,2268
71x32,0.699474,2272
65x35,0.692413,2275
91x25,0.997534,2275
69x33,0.696243,2277
99x23,1.104,2277
67x34,0.60462,2278
53x43,0.506055,2279
57x40,0.595927,2280
60x38,0.597057,2280
76x30,0.794951,2280
95x24,1.09691,2280
52x44,0.599182,2288
88x26,0.994657,2288
79x29,0.799864,2291
62x37,0.601067,2294
74x31,0.79353,2294
51x45,0.506462,2295
85x27,0.900317,2295
56x41,0.505901,2296
82x28,0.894737,2296
50x46,0.596063,2300
92x25,1.00213,2300
59x39,0.508234,2301
49x47,0.5998,2303
64x36,0.601845,2304
72x32,0.700182,2304
96x24,1.0987,2304
55x42,0.596941,2310
66x35,0.695766,2310
70x33,0.607585,2310
77x30,0.799107,2310
68x34,0.696495,2312
89x26,1.10871,2314
61x38,0.599329,2318
58x40,0.598726,2320
80x29,0.802118,2320
54x43,0.603021,2322
86x27,0.992005,2322
83x28,0.898359,2324
75x31,0.796865,2325
93x25,1.00628,2325
97x24,1.10193,2328
63x37,0.601274,2331
53x44,0.697948,2332
73x32,0.794537,2336
57x41,0.599218,2337
52x45,0.596036,2340
60x39,0.600421,2340
65x36,0.602864,2340
78x30,0.799125,2340
90x26,0.906744,2340
71x33,0.699879,2343
67x35,0.697414,2345
51x46,0.508991,2346
69x34,0.698117,2346
81x29,0.89243,2349
87x27,0.996092,2349
50x47,0.508387,2350
94x25,1.09703,2350
49x48,0.603967,2352
56x42,0.595908,2352
84x28,0.900352,2352
98x24,1.1044,2352
62x38,0.602477,2356
76x31,0.797743,2356
59x40,0.69154,2360
55x43,0.599856,2365
91x26,1.00225,2366
64x37,0.603119,2368
74x32,0.706068,2368
79x30,0.803763,2370
95x25,1.10444,2375
54x44,0.599498,2376
66x36,0.606613,2376
72x33,0.702678,2376
88x27,0.905471,2376
99x24,1.19846,2376
58x41,0.610195,2378
82x29,0.895704,2378
61x39,0.601179,2379
68x35,0.69836,2380
70x34,0.700295,2380
85x28,0.997557,2380
53x45,0.601928,2385
77x31,0.800763,2387
52x46,0.59978,2392
92x26,1.00272,2392
57x42,0.601099,2394
63x38,0.603989,2394
51x47,0.691138,2397
50x48,0.800909,2400
60x40,0.601537,2400
75x32,0.797319,2400
80x30,0.896888,2400
96x25,1.19398,2400
89x27,1.0098,2403
65x37,0.696934,2405
83x29,0.900607,2407
56x43,0.602218,2408
86x28,0.904918,2408
73x33,0.705424,2409
67x36,0.697164,2412
71x34,0.79275,2414
69x35,0.699331,2415
62x39,0.694448,2418
78x31,0.800538,2418
93x26,1.20995,2418
59x41,0.602923,2419
55x44,0.602643,2420
97x25,1.19663,2425
54x45,0.69193,2430
81x30,0.805736,2430
90x27,1.09263,2430
64x38,0.696577,2432
76x32,0.799761,2432
58x42,0.692044,2436
84x29,0.992343,2436
87x28,0.908952,2436
53x46,0.603308,2438
61x40,0.695019,2440
66x37,0.696537,2442
74x33,0.796839,2442
52x47,0.710463,2444
94x26,1.10082,2444
51x48,0.603729,2448
68x36,0.698987,2448
72x34,0.792678,2448
79x31,0.897439,2449
50x49,0.604114,2450
70x35,0.792316,2450
98x25,1.19674,2450
57x43,0.712904,2451
63x39,0.697569,2457
91x27,1.09687,2457
60x41,0.694543,2460
82x30,0.901556,2460
56x44,0.692236,2464
77x32,0.89438,2464
88x28,0.997426,2464
85x29,0.907818,2465
65x38,0.607501,2470
95x26,1.19312,2470
55x45,0.693813,2475
75x33,0.801595,2475
99x25,1.20318,2475
59x42,0.605373,2478
67x37,0.810602,2479
62x40,0.699126,2480
80x31,0.896877,2480
73x34,0.797946,2482
54x46,0.714288,2484
69x36,0.703592,2484
92x27,1.09897,2484
71x35,0.705416,2485
83x30,0.902905,2490
53x47,0.696469,2491
89x28,1.09593,2492
58x43,0.604393,2494
86x29,1.10603,2494
52x48,0.603297,2496
64x39,0.698331,2496
78x32,0.91378,2496
96x26,1.19839,2496
51x49,0.604337,2499
61x41,0.605565,2501
57x44,0.696621,2508
66x38,0.701129,2508
76x33,0.804416,2508
81x31,0.899033,2511
93x27,1.30406,2511
68x37,0.704078,2516
74x34,0.909006,2516
56x45,0.604345,2520
60x42,0.60491,2520
63x40,0.69855,2520
70x36,0.705856,2520
72x35,0.70675,2520
84x30,0.906941,2520
90x28,1.00621,2520
97x26,1.20292,2522
87x29,1.09215,2523
79x32,0.898097,2528
55x46,0.698256,2530
65x39,0.699944,2535
59x43,0.696359,2537
54x47,0.698439,2538
94x27,1.10505,2538
77x33,0.805914,2541
62x41,0.607835,2542
82x31,0.911185,2542
53x48,0.698592,2544
67x38,0.703736,2546
52x49,0.699066,2548
91x28,1.10123,2548
98x26,1.20237,2548
51x50,0.698278,2550
75x34,0.802801,2550
85x30,0.999256,2550
58x44,0.696131,2552
88x29,1.09321,2552
69x37,0.795157,2553
73x35,0.79901,2555
71x36,0.796238,2556
64x40,0.700401,2560
80x32,0.900041,2560
61x42,0.697608,2562
57x45,0.702688,2565
95x27,1.19977,2565
83x31,0.994784,2573
66x39,0.702916,2574
78x33,0.897975,2574
99x26,1.29957,2574
56x46,0.696244,2576
92x28,1.10269,2576
60x43,0.697697,2580
86x30,1.00241,2580
89x29,1.09929,2581
63x41,0.811529,2583
68x38,0.794678,2584
76x34,0.803959,2584
55x47,0.699705,2585
70x37,0.797232,2590
74x35,0.802919,2590
54x48,0.699605,2592
72x36,0.800206,2592
81x32,0.902593,2592
96x27,1.20121,2592
59x44,0.70044,2596
53x49,0.700801,2597
52x50,0.698414,2600
65x40,0.793117,2600
62x42,0.700121,2604
84x31,1.0004,2604
93x28,1.10526,2604
79x33,0.901736,2607
58x45,0.700477,2610
87x30,1.00827,2610
90x29,1.10057,2610
67x39,0.800636,2613
77x34,0.899011,2618
97x27,1.20537,2619
57x46,0.699999,2622
69x38,0.706901,2622
61x43,0.69965,2623
64x41,0.70375,2624
82x32,0.995686,2624
75x35,0.896509,2625
71x37,0.800006,2627
73x36,0.802968,2628
56x47,0.702979,2632
94x28,1.19979,2632
85x31,1.09436,2635
91x29,1.19397,2639
55x48,0.700164,2640
60x44,0.700495,2640
66x40,0.7951,2640
80x33,0.902252,2640
88x30,1.00831,2640
54x49,0.701304,2646
63x42,0.703395,2646
98x27,1.29589,2646
53x50,0.702141,2650
52x51,0.702131,2652
68x39,0.706076,2652
78x34,0.900309,2652
59x45,1.01715,2655
83x32,1.001,2656
70x38,0.802992,2660
76x35,0.896663,2660
95x28,1.20695,2660
72x37,0.800855,2664
74x36,0.895923,2664
65x41,0.705928,2665
62x43,0.793128,2666
86x31,1.09753,2666
58x46,0.700691,2668
92x29,1.19475,2668
89x30,1.10007,2670
81x33,0.996346,2673
99x27,1.39206,2673
57x47,0.793458,2679
67x40,0.795978,2680
61x44,0.70199,2684
79x34,0.994146,2686
56x48,0.70321,2688
64x42,0.796727,2688
84x32,1.09242,2688
96x28,1.20502,2688
69x39,0.79963,2691
55x49,0.703086,2695
77x35,0.995969,2695
87x31,1.09898,2697
93x29,1.29282,2697
71x38,0.802117,2698
54x50,0.798158,2700
60x45,0.703347,2700
75x36,0.899015,2700
90x30,1.10158,2700
73x37,0.900665,2701
53x51,0.924261,2703
66x41,0.798493,2706
82x33,0.999277,2706
63x43,0.795169,2709
59x46,0.704326,2714
97x28,1.39179,2716
68x40,0.799659,2720
80x34,0.906252,2720
85x32,1.00563,2720
58x47,0.702808,2726
94x29,1.2941,2726
62x44,0.705082,2728
88x31,1.19459,2728
65x42,0.79847,2730
70x39,0.892027,2730
78x35,0.902673,2730
91x30,1.10632,2730
57x48,0.704341,2736
72x38,0.892976,2736
76x36,0.900838,2736
74x37,0.899069,2738
83x33,1.00416,2739
56x49,1.09307,2744
98x28,1.30218,2744
61x45,0.795399,2745
67x41,0.800708,2747
55x50,0.800742,2750
64x43,0.70746,2752
86x32,1.09816,2752
54x51,0.706826,2754
81x34,1.10208,2754
95x29,1.29902,2755
53x52,0.794787,2756
89x31,1.10514,2759
60x46,0.90337,2760
69x40,0.801822,2760
92x30,1.20044,2760
79x35,0.904919,2765
71x39,0.896623,2769
63x44,0.797741,2772
66x42,0.799404,2772
77x36,1.01397,2772
84x33,1.00534,2772
99x28,1.30477,2772
59x47,0.796043,2773
73x38,0.89597,2774
75x37,0.902072,2775
58x48,0.796451,2784
87x32,1.1937,2784
96x29,1.30011,2784
68x41,0.802064,2788
82x34,1.0034,2788
62x45,0.799083,2790
90x31,1.19553,2790
93x30,1.2061,2790
57x49,0.797541,2793
65x43,0.800255,2795
56x50,0.706194,2800
70x40,0.803853,2800
80x35,0.999261,2800
55x51,0.797159,2805
85x33,1.09853,2805
61x46,0.706207,2806
54x52,0.892137,2808
72x39,0.805576,2808
78x36,0.995118,2808
74x38,0.903107,2812
76x37,0.903206,2812
97x29,1.30494,2813
67x42,0.801283,2814
64x44,0.800394,2816
88x32,1.10327,2816
60x47,0.706268,2820
94x30,1.20652,2820
91x31,1.20134,2821
83x34,1.09866,2822
69x41,0.895242,2829
59x48,0.799373,2832
63x45,0.800529,2835
81x35,1.104,2835
66x43,0.803299,2838
86x33,1.21312,2838
71x40,0.905397,2840
58x49,0.799998,2842
98x29,1.397,2842
79x36,1.00131,2844
73x39,0.9006,2847
89x32,1.1988,2848
77x37,0.997346,2849
57x50,0.799772,2850
75x38,0.903538,2850
95x30,1.30196,2850
62x46,0.910884,2852
92x31,1.20362,2852
56x51,0.801221,2856
68x42,0.895888,2856
84x34,1.09756,2856
55x52,0.80082,2860
65x44,0.893713,2860
54x53,1.12387,2862
61x47,0.910972,2867
70x41,0.896723,2870
82x35,1.09526,2870
87x33,1.19856,2871
99x29,1.40243,2871
60x48,0.895468,2880
64x45,0.892672,2880
72x40,0.900278,2880
80x36,1.09228,2880
90x32,1.19941,2880
96x30,1.39613,2880
67x43,0.896634,2881
93x31,1.30055,2883
74x39,0.903443,2886
78x37,0.997669,2886
76x38,0.909687,2888
85x34,1.19233,2890
59x49,0.800166,2891
63x46,0.806055,2898
69x42,0.900922,2898
58x50,0.801378,2900
66x44,0.89572,2904
88x33,1.19885,2904
83x35,1.10024,2905
57x51,0.802861,2907
97x30,1.39881,2910
71x41,0.900626,2911
56x52,1.00203,2912
91x32,1.29531,2912
62x47,0.894054,2914
94x31,1.29903,2914
55x53,1.02802,2915
81x36,1.0047,2916
73x40,0.90363,2920
79x37,1.09326,2923
68x43,1.11585,2924
86x34,1.19709,2924
65x45,0.807454,2925
75x39,0.996052,2925
77x38,0.999739,2926
61x48,0.892404,2928
89x33,1.29232,2937
60x49,0.803789,2940
70x42,0.808612,2940
84x35,1.10508,2940
98x30,1.40001,2940
64x46,0.89904,2944
92x32,1.29712,2944
95x31,1.39805,2945
67x44,0.808097,2948
59x50,0.803033,2950
72x41,0.991925,2952
82x36,1.0999,2952
58x51,0.895472,2958
87x34,1.20015,2958
74x40,1.10451,2960
80x37,1.10679,2960
63x47,0.896373,2961
57x52,0.896548,2964
76x39,1.00069,2964
78x38,1.00893,2964
69x43,0.898889,2967
56x53,0.807262,2968
55x54,1.13593,2970
66x45,0.900603,2970
90x33,1.20289,2970
99x30,1.49733,2970
85x35,1.10573,2975
62x48,0.805167,2976
93x32,1.39632,2976
96x31,1.39701,2976
71x42,0.90619,2982
83x36,1.10433,2988
61x49,0.899438,2989
65x46,0.897749,2990
68x44,0.899517,2992
88x34,1.20344,2992
73x41,0.99692,2993
81x37,1.0987,2997
60x50,0.896596,3000
75x40,1.10923,3000
79x38,1.00691,3002
77x39,1.00176,3003
91x33,1.29977,3003
97x31,1.40494,3007
64x47,0.807972,3008
94x32,1.39474,3008
59x51,0.896115,3009
70x43,0.992248,3010
86x35,1.20105,3010
67x45,0.899927,3015
58x52,0.916796,3016
57x53,0.898157,3021
56x54,0.899025,3024
63x48,0.89902,3024
72x42,0.908745,3024
84x36,1.19641,3024
89x34,1.20546,3026
74x41,0.996659,3034
82x37,1.09974,3034
66x46,0.900747,3036
69x44,0.904519,3036
92x33,1.30244,3036
62x49,0.89866,3038
98x31,1.40487,3038
76x40,1.11009,3040
80x38,1.00744,3040
95x32,1.39963,3040
78x39,1.00385,3042
87x35,1.20296,3045
61x50,0.807649,3050
71x43,0.996849,3053
65x47,0.904247,3055
60x51,1.11887,3060
68x45,0.90357,3060
85x36,1.19915,3060
90x34,1.29715,3060
73x42,0.999724,3066
59x52,0.898008,3068
93x33,1.39754,3069
99x31,1.50196,3069
83x37,1.19597,3071
64x48,0.998789,3072
96x32,1.40336,3072
58x53,1.10485,3074
75x41,1.00377,3075
57x54,0.90096,3078
81x38,1.10252,3078
56x55,0.902706,3080
70x44,0.902844,3080
77x40,1.00512,3080
88x35,1.29489,3080
79x39,1.09798,3081
67x46,0.993853,3082
63x49,0.902154,3087
91x34,1.30165,3094
72x43,0.995274,3096
86x36,1.20227,3096
62x50,0.900079,3100
66x47,0.902938,3102
94x33,1.39999,3102
97x32,1.40982,3104
69x45,0.998327,3105
74x42,1.00167,3108
84x37,1.19833,3108
61x51,0.992063,3111
89x35,1.29905,3115
76x41,1.00523,3116
82x38,1.10367,3116
60x52,0.902277,3120
65x48,0.992638,3120
78x40,1.09739,3120
80x39,1.10043,3120
71x44,1.00035,3124
59x53,0.899381,3127
68x46,0.9957,3128
92x34,1.39543,3128
58x54,0.910201,3132
87x36,1.40736,3132
57x55,0.902686,3135
95x33,1.49581,3135
64x49,1.01353,3136
98x32,1.49908,3136
73x43,1.00205,3139
85x37,1.20439,3145
67x47,0.905113,3149
63x50,0.993918,3150
70x45,0.997357,3150
75x42,1.09499,3150
90x35,1.30349,3150
83x38,1.30674,3154
77x41,1.00705,3157
81x39,1.21241,3159
79x40,1.10064,3160
62x51,0.904749,3162
93x34,1.40211,3162
66x48,0.994899,3168
72x44,1.00036,3168
88x36,1.29871,3168
96x33,1.4989,3168
99x32,1.59412,3168
61x52,0.904747,3172
69x46,0.997596,3174
60x53,0.904933,3180
74x43,1.00383,3182
86x37,1.29629,3182
65x49,0.907172,3185
91x35,1.49666,3185
59x54,0.906346,3186
58x55,0.997503,3190
57x56,0.999445,3192
76x42,1.09991,3192
84x38,1.2032,3192
71x45,1.00195,3195
68x47,1.10964,3196
94x34,1.40442,3196
78x41,1.10114,3198
82x39,1.19864,3198
64x50,0.997943,3200
80x40,1.19617,3200
97x33,1.50265,3201
89x36,1.41346,3204
73x44,1.09638,3212
63x51,0.908716,3213
67x48,0.998431,3216
87x37,1.3007,3219
70x46,1.00013,3220
92x35,1.39998,3220
62x52,0.997502,3224
75x43,1.09804,3225
85x38,1.40763,3230
95x34,1.49849,3230
61x53,0.997554,3233
66x49,0.908367,3234
77x42,1.10249,3234
98x33,1.59784,3234
83x39,1.20053,3237
79x41,1.19625,3239
60x54,0.99814,3240
72x45,1.00497,3240
81x40,1.10657,3240
90x36,1.39615,3240
69x47,1.00024,3243
59x55,0.998801,3245
58x56,0.998596,3248
65x50,0.997237,3250
93x35,1.49701,3255
74x44,1.09605,3256
88x37,1.30324,3256
64x51,1.00048,3264
68x48,1.00113,3264
96x34,1.50071,3264
71x46,1.09385,3266
99x33,1.60158,3267
76x43,1.10079,3268
86x38,1.29881,3268
63x52,0.999473,3276
78x42,1.19368,3276
84x39,1.29437,3276
91x36,1.30771,3276
80x41,1.19685,3280
82x40,1.20197,3280
67x49,1.00129,3283
73x45,1.09909,3285
62x53,1.00267,3286
70x47,1.00422,3290
94x35,1.49625,3290
89x37,1.39854,3293
61x54,1.00046,3294
97x34,1.50667,3298
60x55,1.2019,3300
66x50,1.09124,3300
75x44,1.09972,3300
59x56,1.00307,3304
58x57,1.10264,3306
87x38,1.30413,3306
77x43,1.19395,3311
69x48,1.00326,3312
72x46,1.08986,3312
92x36,1.40381,3312
65x51,1.20481,3315
85x39,1.30024,3315
79x42,1.20926,3318
83x40,1.20413,3320
81x41,1.20082,3321
95x35,1.50254,3325
64x52,1.09488,3328
74x45,1.10078,3330
90x37,1.39865,3330
68x49,1.00461,3332
98x34,1.59987,3332
71x47,1.09738,3337
63x53,1.20558,3339
76x44,1.10403,3344
88x38,1.39759,3344
62x54,1.09302,3348
93x36,1.40784,3348
67x50,1.20713,3350
78x43,1.19832,3354
86x39,1.30254,3354
61x55,1.00464,3355
73x46,1.10086,3358
60x56,1.00307,3360
70x48,1.09628,3360
80x42,1.20045,3360
84x40,1.29935,3360
96x35,1.59837,3360
82x41,1.29521,3362
59x57,1.09663,3363
66x51,1.00594,3366
99x34,1.60429,3366
91x37,1.5017,3367
75x45,1.10548,3375
65x52,1.00646,3380
69x49,1.09949,3381
89x38,1.40044,3382
72x47,1.00971,3384
94x36,1.5017,3384
77x44,1.10622,3388
64x53,1.11433,3392
87x39,1.39761,3393
97x35,1.6928,3395
79x43,1.20103,3397
68x50,1.09839,3400
85x40,1.39316,3400
63x54,1.09785,3402
81x42,1.29317,3402
83x41,1.30102,3403
74x46,1.10413,3404
92x37,1.49902,3404
71x48,1.00876,3408
62x55,1.006,3410
61x56,1.09768,3416
67x51,1.1001,3417
60x57,1.09785,3420
76x45,1.10791,3420
90x38,1.40443,3420
95x36,1.59637,3420
59x58,1.10085,3422
70x49,1.10134,3430
98x35,1.60523,3430
73x47,1.19832,3431
66x52,1.09756,3432
78x44,1.10843,3432
88x39,1.39986,3432
80x43,1.2034,3440
86x40,1.39816,3440
93x37,1.59335,3441
82x42,1.30134,3444
84x41,1.30229,3444
65x53,1.10021,3445
69x50,1.10242,3450
75x46,1.19771,3450
64x54,1.20861,3456
72x48,1.19493,3456
96x36,1.60058,3456
91x38,1.5932,3458
63x55,1.0996,3465
77x45,1.29499,3465
99x35,1.69961,3465
68x51,1.10039,3468
89x39,1.49474,3471
62x56,1.09999,3472
79x44,1.29365,3476
61x57,1.10356,3477
74x47,1.19776,3478
94x37,1.59884,3478
71x49,1.19408,3479
60x58,1.10543,3480
87x40,1.50345,3480
81x43,1.20795,3483
67x52,1.10312,3484
85x41,1.30719,3485
83x42,1.30053,3486
97x36,1.60646,3492
76x46,1.20013,3496
92x38,1.50401,3496
66x53,1.32078,3498
70x50,1.10266,3500
73x48,1.10789,3504
65x54,1.10077,3510
78x45,1.29304,3510
90x39,1.49611,3510
95x37,1.60375,3515
69x51,1.19198,3519
64x55,1.10421,3520
80x44,1.29554,3520
88x40,1.40213,3520
75x47,1.20286,3525
82x43,1.30177,3526
86x41,1.3078,3526
63x56,1.1026,3528
72x49,1.19585,3528
84x42,1.30502,3528
98x36,1.69754,3528
62x57,1.30584,3534
93x38,1.50742,3534
68x52,1.19805,3536
61x58,1.19354,3538
60x59,1.19616,3540
77x46,1.2052,3542
91x39,1.50598,3549
71x50,1.19754,3550
67x53,1.19571,3551
74x48,1.20246,3552
96x37,1.7071,3552
79x45,1.30106,3555
89x40,1.49941,3560
66x54,1.1049,3564
81x44,1.30117,3564
99x36,1.7924,3564
87x41,1.5156,3567
83x43,1.39699,3569
70x51,1.19412,3570
85x42,1.39954,3570
76x47,1.29575,3572
94x38,1.60108,3572
65x55,1.19532,3575
73x49,1.29226,3577
64x56,1.19793,3584
69x52,1.10736,3588
78x46,1.20361,3588
92x39,1.59626,3588
97x37,1.69951,3589
63x57,1.19927,3591
62x58,1.19705,3596
61x59,1.20283,3599
72x50,1.21801,3600
75x48,1.20241,3600
80x45,1.30029,3600
90x40,1.49875,3600
68x53,1.19781,3604
82x44,1.39423,3608
88x41,1.49703,3608
95x38,1.60389,3610
84x43,1.49305,3612
86x42,1.4922,3612
67x54,1.19796,3618
77x47,1.20809,3619
71x51,1.20358,3621
74x49,1.29395,3626
98x37,1.70211,3626
93x39,1.69204,3627
66x55,1.29241,3630
79x46,1.41189,3634
65x56,1.20178,3640
70x52,1.20052,3640
91x40,1.59529,3640
81x45,1.39586,3645
64x57,1.19906,3648
76x48,1.20267,3648
96x38,1.79847,3648
89x41,1.50066,3649
73x50,1.20472,3650
83x44,1.40146,3652
63x58,1.20129,3654
87x42,1.49969,3654
85x43,1.51264,3655
69x53,1.20038,3657
62x59,1.20101,3658
61x60,1.20115,3660
99x37,1.80094,3663
78x47,1.3035,3666
94x39,1.6959,3666
68x54,1.20113,3672
72x51,1.2947,3672
75x49,1.29904,3675
80x46,1.30415,3680
92x40,1.60395,3680
67x55,1.20254,3685
97x38,1.79758,3686
82x45,1.30849,3690
90x41,1.50309,3690
71x52,1.20364,3692
66x56,1.20003,3696
77x48,1.29884,3696
84x44,1.40291,3696
88x42,1.49955,3696
86x43,1.40638,3698
74x50,1.20486,3700
65x57,1.31364,3705
95x39,1.69987,3705
70x53,1.53316,3710
64x58,1.20453,3712
79x47,1.39565,3713
63x59,1.29574,3717
62x60,1.20427,3720
93x40,1.60671,3720
73x51,1.29835,3723
76x49,1.40853,3724
98x38,1.79849,3724
69x54,1.29417,3726
81x46,1.39958,3726
91x41,1.60222,3731
83x45,1.49299,3735
89x42,1.59727,3738
68x55,1.20253,3740
85x44,1.49917,3740
87x43,1.50251,3741
72x52,1.20577,3744
78x48,1.39121,3744
96x39,1.79437,3744
75x50,1.3001,3750
67x56,1.29401,3752
80x47,1.3959,3760
94x40,1.70087,3760
66x57,1.2059,3762
99x38,1.80407,3762
71x53,1.30048,3763
65x58,1.2972,3770
82x46,1.40059,3772
92x41,1.60213,3772
77x49,1.39478,3773
74x51,1.30076,3774
64x59,1.29642,3776
63x60,1.29969,3780
70x54,1.409,3780
84x45,1.4978,3780
90x42,1.59842,3780
62x61,1.29824,3782
97x39,1.79639,3783
86x44,1.50061,3784
88x43,1.50386,3784
79x48,1.30736,3792
69x55,1.40908,3795
73x52,1.30188,3796
76x50,1.30395,3800
95x40,1.79257,3800
81x47,1.40264,3807
68x56,1.29645,3808
93x41,1.69993,3813
72x53,1.29879,3816
83x46,1.40782,3818
67x57,1.40914,3819
78x49,1.30738,3822
91x42,1.69588,3822
98x39,1.80234,3822
75x51,1.39287,3825
85x45,1.61079,3825
89x43,1.60141,3827
66x58,1.29857,3828
87x44,1.59611,3828
71x54,1.29851,3834
65x59,1.41095,3835
64x60,1.29978,3840
80x48,1.40303,3840
96x40,1.79866,3840
63x61,1.30674,3843
74x52,1.41349,3848
70x55,1.30065,3850
77x50,1.30545,3850
82x47,1.49824,3854
94x41,1.70293,3854
99x39,1.89811,3861
69x56,1.30074,3864
84x46,1.4992,3864
92x42,1.69845,3864
73x53,1.72507,3869
86x45,1.59677,3870
90x43,1.60451,3870
79x49,1.49389,3871
88x44,1.59912,3872
68x57,1.30112,3876
76x51,1.5074,3876
97x40,1.80639,3880
67x58,1.52646,3886
72x54,1.41147,3888
81x48,1.49423,3888
66x59,1.39379,3894
95x41,1.80242,3895
65x60,1.39445,3900
75x52,1.30737,3900
78x50,1.39994,3900
83x47,1.49924,3901
64x61,1.3959,3904
71x55,1.39375,3905
63x62,1.39897,3906
93x42,1.79525,3906
85x46,1.59742,3910
91x43,1.69867,3913
87x45,1.60371,3915
89x44,1.69798,3916
70x56,1.30428,3920
80x49,1.49498,3920
98x40,1.89828,3920
74x53,1.39906,3922
77x51,1.40301,3927
69x57,1.39753,3933
82x48,1.49908,3936
96x41,1.80406,3936
73x54,1.4016,3942
68x58,1.30479,3944
84x47,1.61466,3948
94x42,1.79839,3948
79x50,1.40476,3950
76x52,1.40032,3952
67x59,1.39693,3953
86x46,1.59985,3956
92x43,1.70151,3956
66x60,1.3075,3960
72x55,1.39963,3960
88x45,1.70506,3960
